column,column_type,source,subset,n_rows,n_null,non_null_rate,n_distinct
selected_for_llm_frame,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
selected_for_llm_frame,BOOLEAN,scraped,all,449702,0,1.0,2
selected_for_llm_frame,BOOLEAN,scraped,swe,59592,0,1.0,2
selected_for_llm_frame,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,2
selected_for_control_cohort,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
selected_for_control_cohort,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,1
selected_for_control_cohort,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,1
selected_for_control_cohort,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
selected_for_control_cohort,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,1
selected_for_control_cohort,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,1
selected_for_control_cohort,BOOLEAN,scraped,all,449702,0,1.0,2
selected_for_control_cohort,BOOLEAN,scraped,swe,59592,0,1.0,1
selected_for_control_cohort,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,1
llm_extraction_sample_tier,VARCHAR,kaggle_arshkon,all,110619,0,1.0,2
llm_extraction_sample_tier,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_extraction_sample_tier,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_extraction_sample_tier,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
llm_extraction_sample_tier,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,2
llm_extraction_sample_tier,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
llm_extraction_sample_tier,VARCHAR,scraped,all,449702,0,1.0,3
llm_extraction_sample_tier,VARCHAR,scraped,swe,59592,0,1.0,3
llm_extraction_sample_tier,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
llm_extraction_reason,VARCHAR,kaggle_arshkon,all,110619,0,1.0,3
llm_extraction_reason,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_extraction_reason,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_extraction_reason,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
llm_extraction_reason,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
llm_extraction_reason,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
llm_extraction_reason,VARCHAR,scraped,all,449702,0,1.0,3
llm_extraction_reason,VARCHAR,scraped,swe,59592,0,1.0,3
llm_extraction_reason,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
llm_extraction_coverage,VARCHAR,kaggle_arshkon,all,110619,0,1.0,4
llm_extraction_coverage,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_extraction_coverage,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_extraction_coverage,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,4
llm_extraction_coverage,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,4
llm_extraction_coverage,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,3
llm_extraction_coverage,VARCHAR,scraped,all,449702,0,1.0,4
llm_extraction_coverage,VARCHAR,scraped,swe,59592,0,1.0,4
llm_extraction_coverage,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,4
llm_extraction_resolution,VARCHAR,kaggle_arshkon,all,110619,0,1.0,5
llm_extraction_resolution,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_extraction_resolution,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_extraction_resolution,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,5
llm_extraction_resolution,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,5
llm_extraction_resolution,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,4
llm_extraction_resolution,VARCHAR,scraped,all,449702,0,1.0,5
llm_extraction_resolution,VARCHAR,scraped,swe,59592,0,1.0,5
llm_extraction_resolution,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,5
needs_llm_classification,BOOLEAN,kaggle_arshkon,all,110619,0,1.0,2
needs_llm_classification,BOOLEAN,kaggle_arshkon,swe,4693,0,1.0,2
needs_llm_classification,BOOLEAN,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
needs_llm_classification,BOOLEAN,kaggle_asaniczka,all,892554,0,1.0,2
needs_llm_classification,BOOLEAN,kaggle_asaniczka,swe,19029,0,1.0,2
needs_llm_classification,BOOLEAN,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
needs_llm_classification,BOOLEAN,scraped,all,449702,0,1.0,2
needs_llm_classification,BOOLEAN,scraped,swe,59592,0,1.0,2
needs_llm_classification,BOOLEAN,scraped,swe_linkedin_default,45317,0,1.0,2
classification_input_hash,VARCHAR,kaggle_arshkon,all,110619,375,0.99661,109960
classification_input_hash,VARCHAR,kaggle_arshkon,swe,4693,6,0.998722,4670
classification_input_hash,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,4,0.999147,4670
classification_input_hash,VARCHAR,kaggle_asaniczka,all,892554,45158,0.949406,846897
classification_input_hash,VARCHAR,kaggle_asaniczka,swe,19029,904,0.952494,17917
classification_input_hash,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,4,0.999779,17917
classification_input_hash,VARCHAR,scraped,all,449702,168918,0.624378,280527
classification_input_hash,VARCHAR,scraped,swe,59592,14277,0.760421,45191
classification_input_hash,VARCHAR,scraped,swe_linkedin_default,45317,2,0.999956,45191
llm_classification_sample_tier,VARCHAR,kaggle_arshkon,all,110619,0,1.0,2
llm_classification_sample_tier,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_classification_sample_tier,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_classification_sample_tier,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
llm_classification_sample_tier,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,2
llm_classification_sample_tier,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
llm_classification_sample_tier,VARCHAR,scraped,all,449702,0,1.0,3
llm_classification_sample_tier,VARCHAR,scraped,swe,59592,0,1.0,3
llm_classification_sample_tier,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
llm_classification_reason,VARCHAR,kaggle_arshkon,all,110619,0,1.0,2
llm_classification_reason,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_classification_reason,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_classification_reason,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,2
llm_classification_reason,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,2
llm_classification_reason,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,2
llm_classification_reason,VARCHAR,scraped,all,449702,0,1.0,2
llm_classification_reason,VARCHAR,scraped,swe,59592,0,1.0,2
llm_classification_reason,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,2
swe_classification_llm,VARCHAR,kaggle_arshkon,all,110619,94932,0.141811,3
swe_classification_llm,VARCHAR,kaggle_arshkon,swe,4693,6,0.998722,3
swe_classification_llm,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,4,0.999147,3
swe_classification_llm,VARCHAR,kaggle_asaniczka,all,892554,850897,0.046672,3
swe_classification_llm,VARCHAR,kaggle_asaniczka,swe,19029,905,0.952441,3
swe_classification_llm,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,5,0.999724,3
swe_classification_llm,VARCHAR,scraped,all,449702,397027,0.117133,3
swe_classification_llm,VARCHAR,scraped,swe,59592,33776,0.433213,3
swe_classification_llm,VARCHAR,scraped,swe_linkedin_default,45317,19501,0.569676,3
ghost_assessment_llm,VARCHAR,kaggle_arshkon,all,110619,94932,0.141811,3
ghost_assessment_llm,VARCHAR,kaggle_arshkon,swe,4693,6,0.998722,3
ghost_assessment_llm,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,4,0.999147,3
ghost_assessment_llm,VARCHAR,kaggle_asaniczka,all,892554,850897,0.046672,3
ghost_assessment_llm,VARCHAR,kaggle_asaniczka,swe,19029,905,0.952441,3
ghost_assessment_llm,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,5,0.999724,3
ghost_assessment_llm,VARCHAR,scraped,all,449702,397027,0.117133,3
ghost_assessment_llm,VARCHAR,scraped,swe,59592,33776,0.433213,3
ghost_assessment_llm,VARCHAR,scraped,swe_linkedin_default,45317,19501,0.569676,3
yoe_min_years_llm,BIGINT,kaggle_arshkon,all,110619,100462,0.09182,20
yoe_min_years_llm,BIGINT,kaggle_arshkon,swe,4693,1239,0.73599,19
yoe_min_years_llm,BIGINT,kaggle_arshkon,swe_linkedin_default,4691,1237,0.736304,19
yoe_min_years_llm,BIGINT,kaggle_asaniczka,all,892554,861362,0.034947,20
yoe_min_years_llm,BIGINT,kaggle_asaniczka,swe,19029,4264,0.775921,20
yoe_min_years_llm,BIGINT,kaggle_asaniczka,swe_linkedin_default,18129,3364,0.814441,20
yoe_min_years_llm,BIGINT,scraped,all,449702,409335,0.089764,20
yoe_min_years_llm,BIGINT,scraped,swe,59592,39081,0.34419,20
yoe_min_years_llm,BIGINT,scraped,swe_linkedin_default,45317,24806,0.452612,20
llm_model_classification,VARCHAR,kaggle_arshkon,all,110619,94932,0.141811,1
llm_model_classification,VARCHAR,kaggle_arshkon,swe,4693,6,0.998722,1
llm_model_classification,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,4,0.999147,1
llm_model_classification,VARCHAR,kaggle_asaniczka,all,892554,850897,0.046672,1
llm_model_classification,VARCHAR,kaggle_asaniczka,swe,19029,905,0.952441,1
llm_model_classification,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,5,0.999724,1
llm_model_classification,VARCHAR,scraped,all,449702,397027,0.117133,1
llm_model_classification,VARCHAR,scraped,swe,59592,33776,0.433213,1
llm_model_classification,VARCHAR,scraped,swe_linkedin_default,45317,19501,0.569676,1
llm_prompt_version_classification,VARCHAR,kaggle_arshkon,all,110619,94932,0.141811,1
llm_prompt_version_classification,VARCHAR,kaggle_arshkon,swe,4693,6,0.998722,1
llm_prompt_version_classification,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,4,0.999147,1
llm_prompt_version_classification,VARCHAR,kaggle_asaniczka,all,892554,850897,0.046672,1
llm_prompt_version_classification,VARCHAR,kaggle_asaniczka,swe,19029,905,0.952441,1
llm_prompt_version_classification,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,5,0.999724,1
llm_prompt_version_classification,VARCHAR,scraped,all,449702,397027,0.117133,1
llm_prompt_version_classification,VARCHAR,scraped,swe,59592,33776,0.433213,1
llm_prompt_version_classification,VARCHAR,scraped,swe_linkedin_default,45317,19501,0.569676,1
llm_classification_coverage,VARCHAR,kaggle_arshkon,all,110619,0,1.0,3
llm_classification_coverage,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,2
llm_classification_coverage,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,2
llm_classification_coverage,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,3
llm_classification_coverage,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,3
llm_classification_coverage,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,3
llm_classification_coverage,VARCHAR,scraped,all,449702,0,1.0,3
llm_classification_coverage,VARCHAR,scraped,swe,59592,0,1.0,3
llm_classification_coverage,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,3
llm_classification_resolution,VARCHAR,kaggle_arshkon,all,110619,0,1.0,4
llm_classification_resolution,VARCHAR,kaggle_arshkon,swe,4693,0,1.0,3
llm_classification_resolution,VARCHAR,kaggle_arshkon,swe_linkedin_default,4691,0,1.0,3
llm_classification_resolution,VARCHAR,kaggle_asaniczka,all,892554,0,1.0,4
llm_classification_resolution,VARCHAR,kaggle_asaniczka,swe,19029,0,1.0,4
llm_classification_resolution,VARCHAR,kaggle_asaniczka,swe_linkedin_default,18129,0,1.0,4
llm_classification_resolution,VARCHAR,scraped,all,449702,0,1.0,4
llm_classification_resolution,VARCHAR,scraped,swe,59592,0,1.0,4
llm_classification_resolution,VARCHAR,scraped,swe_linkedin_default,45317,0,1.0,4
