company_industry,arshkon,scraped,arshkon_pct,scraped_pct
"Civil Engineering, Construction, and Truck Transportation",0,2,0.0,0.01
Civil Engineering and Rail Transportation,0,1,0.0,0.0
Civic and Social Organizations and Non-profit Organizations,0,1,0.0,0.0
"Chemical Manufacturing, Food and Beverage Services, and Food and Beverage Manufacturing",0,15,0.0,0.06
Chemical Manufacturing and Manufacturing,0,7,0.0,0.03
"Capital Markets, Venture Capital and Private Equity Principals, and Investment Management",0,1,0.0,0.0
"Capital Markets, Investment Banking, and Investment Management",0,5,0.0,0.02
"Capital Markets, Investment Advice, and Investment Management",0,2,0.0,0.01
"Capital Markets, IT Services and IT Consulting, and Financial Services",0,14,0.0,0.06
"Computer and Network Security, Software Development, and IT System Custom Software Development",0,2,0.0,0.01
"Construction, Software Development, and Information Services",0,1,0.0,0.0
"Construction, Software Development, and IT Services and IT Consulting",0,89,0.0,0.37
"Construction, Machinery Manufacturing, and Truck Transportation",0,4,0.0,0.02
"Construction, Industrial Machinery Manufacturing, and Civil Engineering",0,1,0.0,0.0
"Data Infrastructure and Analytics, Information Services, and Services for Renewable Energy",0,1,0.0,0.0
"Construction, Building Construction, and Architecture and Planning",0,1,0.0,0.0
Construction and Machinery Manufacturing,0,3,0.0,0.01
Construction and Engineering Services,0,1,0.0,0.0
Construction and Civil Engineering,0,41,0.0,0.17
Construction Hardware Manufacturing,0,1,0.0,0.0
"Computers and Electronics Manufacturing, Software Development, and Financial Services",0,1,0.0,0.0
"Computers and Electronics Manufacturing, Software Development, and Computer Hardware Manufacturing",0,1,0.0,0.0
"Computers and Electronics Manufacturing, Semiconductor Manufacturing, and Wireless Services",0,1,0.0,0.0
"Computers and Electronics Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Manufacturing",0,1,0.0,0.0
Computers and Electronics Manufacturing and Software Development,0,1,0.0,0.0
Computers and Electronics Manufacturing and Retail,0,6,0.0,0.02
"Data Infrastructure and Analytics, Software Development, and Technology, Information and Media",0,1,0.0,0.0
"Data Infrastructure and Analytics, Insurance, and IT Services and IT Consulting",0,1,0.0,0.0
"Data Infrastructure and Analytics, Information Services, and Technology, Information and Internet",0,1,0.0,0.0
"Construction, Civil Engineering, and Industrial Machinery Manufacturing",0,8,0.0,0.03
"IT Services and IT Consulting, Software Development, and Computer Games",0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and Business Consulting and Services",0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and Advertising Services",0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and Accounting",0,1,0.0,0.0
"IT Services and IT Consulting, Real Estate, and Financial Services",0,1,0.0,0.0
"IT Services and IT Consulting, Public Health, and Hospitals and Health Care",0,1,0.0,0.0
"IT Services and IT Consulting, Market Research, and Information Services",0,1,0.0,0.0
"IT Services and IT Consulting, Investment Banking, and Oil and Gas",0,1,0.0,0.0
"IT Services and IT Consulting, Insurance, and Financial Services",0,1,0.0,0.0
"IT Services and IT Consulting, Information Services, and Technology, Information and Media",0,4,0.0,0.02
"IT Services and IT Consulting, Information Services, and Research Services",0,9,0.0,0.04
"IT Services and IT Consulting, Information Services, and Engineering Services",0,2,0.0,0.01
"IT Services and IT Consulting, IT System Testing and Evaluation, and Software Development",0,1,0.0,0.0
"Financial Services, IT Services and IT Consulting, and Software Development",0,2,0.0,0.01
"IT Services and IT Consulting, IT System Data Services, and IT System Operations and Maintenance",0,1,0.0,0.0
IT System Custom Software Development and IT Services and IT Consulting,0,1,0.0,0.0
"IT Services and IT Consulting, Utilities, and Real Estate",0,1,0.0,0.0
"IT Services and IT Consulting, Technology, Information and Media, and IT System Operations and Maintenance",0,1,0.0,0.0
"IT Services and IT Consulting, Technology, Information and Media, and Consumer Services",0,1,0.0,0.0
"IT Services and IT Consulting, Technology, Information and Internet, and Telecommunications",0,6,0.0,0.02
"IT Services and IT Consulting, Technology, Information and Internet, and Computer and Network Security",0,21,0.0,0.09
"IT Services and IT Consulting, Technology, Information and Internet, and Advertising Services",0,11,0.0,0.05
"IT Services and IT Consulting, Software Development, and Technology, Information and Media",0,4,0.0,0.02
"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and Oil and Gas",0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and IT System Data Services",0,3,0.0,0.01
"IT Services and IT Consulting, Software Development, and IT System Custom Software Development",0,23,0.0,0.1
"IT Services and IT Consulting, Software Development, and Hospitals and Health Care",0,1,0.0,0.0
"IT Services and IT Consulting, IT System Operations and Maintenance, and IT System Design Services",0,1,0.0,0.0
"IT Services and IT Consulting, Business Consulting and Services, and Software Development",0,2,0.0,0.01
"IT Services and IT Consulting, Business Consulting and Services, and Oil and Gas",0,2,0.0,0.01
"IT Services and IT Consulting, Business Consulting and Services, and IT System Design Services",0,1,0.0,0.0
"IT Services and IT Consulting, Banking, and Technology, Information and Media",0,1,0.0,0.0
"IT Services and IT Consulting, Banking, and Investment Banking",0,1,0.0,0.0
"IT Services and IT Consulting, Banking, and Insurance",0,2,0.0,0.01
"IT Services and IT Consulting, Banking, and Financial Services",0,2,0.0,0.01
"IT Services and IT Consulting, Advertising Services, and Hospitals and Health Care",0,2,0.0,0.01
"IT Services and IT Consulting, Accounting, and Financial Services",0,3,0.0,0.01
IT Services and IT Consulting and Wholesale Building Materials,0,1,0.0,0.0
IT Services and IT Consulting and Utilities,0,2,0.0,0.01
IT Services and IT Consulting and Telecommunications,0,5,0.0,0.02
"IT Services and IT Consulting, IT System Custom Software Development, and Software Development",0,3,0.0,0.01
"IT Services and IT Consulting, Software Development, and Data Infrastructure and Analytics",0,1,0.0,0.0
"IT Services and IT Consulting, Higher Education, and Education",0,1,0.0,0.0
"IT Services and IT Consulting, Health and Human Services, and Information Services",0,1,0.0,0.0
"IT Services and IT Consulting, Financial Services, and Software Development",0,3,0.0,0.01
"IT Services and IT Consulting, Financial Services, and Hospitals and Health Care",0,2,0.0,0.01
"IT Services and IT Consulting, Financial Services, and Banking",0,8,0.0,0.03
"IT Services and IT Consulting, Entertainment Providers, and Engineering Services",0,1,0.0,0.0
"IT Services and IT Consulting, Engineering Services, and Space Research and Technology",0,1,0.0,0.0
"IT Services and IT Consulting, Engineering Services, and Software Development",0,2,0.0,0.01
"IT Services and IT Consulting, Defense and Space Manufacturing, and Computer and Network Security",0,1,0.0,0.0
"IT Services and IT Consulting, Defense and Space Manufacturing, and Aviation and Aerospace Component Manufacturing",0,1,0.0,0.0
"IT Services and IT Consulting, Data Infrastructure and Analytics, and Technology, Information and Media",0,1,0.0,0.0
"IT Services and IT Consulting, Data Infrastructure and Analytics, and Software Development",0,3,0.0,0.01
"IT Services and IT Consulting, Computer and Network Security, and Wholesale Computer Equipment",0,1,0.0,0.0
"IT Services and IT Consulting, Computer and Network Security, and Telecommunications",0,2,0.0,0.01
"IT Services and IT Consulting, IT System Custom Software Development, and IT System Design Services",0,4,0.0,0.02
Industrial Machinery Manufacturing and Automation Machinery Manufacturing,0,2,0.0,0.01
"Information Services, Technology, Information and Media, and Data Infrastructure and Analytics",0,1,0.0,0.0
"Information Services, Technology, Information and Internet, and Telecommunications",0,1,0.0,0.0
"Information Services, Software Development, and IT System Custom Software Development",0,1,0.0,0.0
"Information Services, Software Development, and IT Services and IT Consulting",0,1,0.0,0.0
"Information Services, Legal Services, and Law Enforcement",0,1,0.0,0.0
"Information Services, IT Services and IT Consulting, and Technology, Information and Media",0,1,0.0,0.0
"Information Services, IT Services and IT Consulting, and IT System Testing and Evaluation",0,1,0.0,0.0
"Information Services, IT Services and IT Consulting, and Financial Services",0,1,0.0,0.0
"Information Services, Government Administration, and Government Relations Services",0,1,0.0,0.0
"Information Services, Financial Services, and Technology, Information and Media",0,1,0.0,0.0
"Information Services, Design Services, and Technology, Information and Media",0,1,0.0,0.0
"Information Services, Banking, and Financial Services",0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and Higher Education",0,1,0.0,0.0
"Information Services and Technology, Information and Media",0,5,0.0,0.02
"Information Services and Technology, Information and Internet",0,517,0.0,2.15
Information Services and Software Development,0,5,0.0,0.02
"Insurance and Technology, Information and Media",0,3,0.0,0.01
Insurance and Financial Services,0,19,0.0,0.08
Insurance and Employee Benefit Funds and Non-profit Organizations,0,1,0.0,0.0
"Insurance Agencies and Brokerages, Insurance Carriers, and Insurance",0,1,0.0,0.0
"Insurance Agencies and Brokerages and Technology, Information and Media",0,1,0.0,0.0
"Accounting, Financial Services, and IT Services and IT Consulting",0,72,0.0,0.3
"Information Technology & Services, Retail Apparel and Fashion, and IT Services and IT Consulting",0,1,0.0,0.0
"Information Technology & Services, Housing and Community Development, and Real Estate",0,1,0.0,0.0
"Information Technology & Services, Financial Services, and IT Services and IT Consulting",0,1,0.0,0.0
"Information Technology & Services, Capital Markets, and Financial Services",0,1,0.0,0.0
Information Technology & Services and Telecommunications,0,1,0.0,0.0
Information Services and Telecommunications,0,1,0.0,0.0
"IT Services and IT Consulting, Software Development, and Financial Services",0,6,0.0,0.02
"IT Services and IT Consulting, Software Development, and Engineering Services",0,1,0.0,0.0
Industrial Automation and Automation Machinery Manufacturing,0,1,0.0,0.0
"Individual and Family Services, Hospitals and Health Care, and IT Services and IT Consulting",0,1,0.0,0.0
IT System Training and Support,0,3,0.0,0.01
IT System Testing and Evaluation and IT System Training and Support,0,2,0.0,0.01
IT System Operations and Maintenance and Electrical Equipment Manufacturing,0,1,0.0,0.0
"IT System Design Services and Technology, Information and Media",0,1,0.0,0.0
IT System Design Services and IT System Testing and Evaluation,0,1,0.0,0.0
"IT System Data Services, Software Development, and Technology, Information and Media",0,1,0.0,0.0
IT System Data Services and Software Development,0,4,0.0,0.02
"IT System Custom Software Development, Software Development, and Technology, Information and Media",0,1,0.0,0.0
"IT System Custom Software Development, Software Development, and IT Services and IT Consulting",0,1,0.0,0.0
"IT System Custom Software Development, IT System Operations and Maintenance, and Software Development",0,1,0.0,0.0
Industrial Machinery Manufacturing and Computer and Network Security,0,1,0.0,0.0
Information Services and Motor Vehicle Manufacturing,0,1,0.0,0.0
Information Services and IT Services and IT Consulting,0,8,0.0,0.03
Information Services and Government Relations Services,0,1,0.0,0.0
Information Services and Financial Services,0,3,0.0,0.01
Information Services and Engineering Services,0,2,0.0,0.01
Information Services and Data Infrastructure and Analytics,0,1,0.0,0.0
Information Services and Banking,0,2,0.0,0.01
"Industrial Machinery Manufacturing, Software Development, and Computer Hardware Manufacturing",0,1,0.0,0.0
"Industrial Machinery Manufacturing, Public Safety, and International Trade and Development",0,1,0.0,0.0
"Industrial Machinery Manufacturing, Manufacturing, and Software Development",0,2,0.0,0.01
"Industrial Machinery Manufacturing, Commercial and Service Industry Machinery Manufacturing, and Equipment Rental Services",0,1,0.0,0.0
"Industrial Machinery Manufacturing, Automation Machinery Manufacturing, and Manufacturing",0,1,0.0,0.0
Industrial Machinery Manufacturing and Manufacturing,0,1,0.0,0.0
Industrial Machinery Manufacturing and IT Services and IT Consulting,0,1,0.0,0.0
IT System Custom Software Development and Software Development,0,3,0.0,0.01
Forestry and Logging,0,1,0.0,0.0
"Food and Beverage Services, Manufacturing, and Food and Beverage Manufacturing",0,4,0.0,0.02
"Food and Beverage Services, Beverage Manufacturing, and Manufacturing",0,2,0.0,0.01
Food and Beverage Services and Food and Beverage Manufacturing,0,1,0.0,0.0
"Food & Beverages and Technology, Information and Media",0,1,0.0,0.0
Food & Beverages,0,7,0.0,0.03
"Financial Services, Venture Capital and Private Equity Principals, and Banking",0,1,0.0,0.0
"Financial Services, Technology, Information and Media, and Engineering Services",0,1,0.0,0.0
"Government Administration, Civic and Social Organizations, and Hospitals and Health Care",0,1,0.0,0.0
"Business Consulting and Services, Banking, and Financial Services",0,2,0.0,0.01
"Business Consulting and Services, Banking, and Capital Markets",0,1,0.0,0.0
"Business Consulting and Services, Armed Forces, and Defense and Space Manufacturing",0,1,0.0,0.0
Business Consulting and Services and Software Development,0,1,0.0,0.0
"IT Services and IT Consulting, Civil Engineering, and Architecture and Planning",0,9,0.0,0.04
Business Consulting and Services and Hospitals and Health Care,0,1,0.0,0.0
Business Consulting and Services and Government Relations Services,0,1,0.0,0.0
Business Consulting and Services and Financial Services,0,1,0.0,0.0
Business Consulting and Services and Banking,0,1,0.0,0.0
"Broadcast Media Production and Distribution, Telecommunications, and Technology, Information and Media",0,1,0.0,0.0
Blockchain Services,0,10,0.0,0.04
"Biotechnology Research, Technology, Information and Media, and Software Development",0,1,0.0,0.0
Government Administration and IT Services and IT Consulting,0,68,0.0,0.28
Hospitals and Health Care and Information Services,0,1,0.0,0.0
Hospitals and Health Care and IT Services and IT Consulting,0,2,0.0,0.01
Hospitals and Health Care and Financial Services,0,1,0.0,0.0
"Hospitality, Food and Beverage Services, and Retail",0,6,0.0,0.02
Hospitality and Software Development,0,1,0.0,0.0
"Higher Education, IT System Custom Software Development, and Software Development",0,1,0.0,0.0
Business Consulting and Services and IT Services and IT Consulting,0,3,0.0,0.01
"Financial Services, IT Services and IT Consulting, and Legal Services",0,2,0.0,0.01
"Financial Services, IT Services and IT Consulting, and Insurance",0,1,0.0,0.0
"Financial Services, IT Services and IT Consulting, and Banking",0,1,0.0,0.0
"Financial Services, Hospitals and Health Care, and IT System Custom Software Development",0,1,0.0,0.0
"Financial Services, Engineering Services, and Technology, Information and Media",0,3,0.0,0.01
"Financial Services, Engineering Services, and Capital Markets",0,1,0.0,0.0
"Financial Services, Capital Markets, and Venture Capital and Private Equity Principals",0,1,0.0,0.0
"Financial Services, Capital Markets, and Software Development",0,2,0.0,0.01
"Financial Services, Technology, Information and Media, and Data Infrastructure and Analytics",0,1,0.0,0.0
"Financial Services, Technology, Information and Internet, and Real Estate",0,1,0.0,0.0
"Financial Services, Software Development, and Technology, Information and Media",0,3,0.0,0.01
"Financial Services, Software Development, and Investment Management",0,1,0.0,0.0
"Financial Services, Software Development, and IT System Data Services",0,1,0.0,0.0
"Financial Services, Software Development, and IT Services and IT Consulting",0,1,0.0,0.0
Freight and Package Transportation,0,2,0.0,0.01
"Financial Services, Retail, and Banking",0,1,0.0,0.0
"Financial Services, Investment Management, and Technology, Information and Media",0,1,0.0,0.0
"Financial Services, Investment Management, and Professional Services",0,1,0.0,0.0
"Financial Services, Investment Management, and Computer and Network Security",0,1,0.0,0.0
"Financial Services, Investment Management, and Capital Markets",0,2,0.0,0.01
"Financial Services, Investment Management, and Banking",0,149,0.0,0.62
"Financial Services, Investment Banking, and Venture Capital and Private Equity Principals",0,1,0.0,0.0
"Financial Services, Investment Banking, and Software Development",0,1,0.0,0.0
"Financial Services, Investment Banking, and Investment Management",0,30,0.0,0.12
"Gambling Facilities and Casinos, Technology, Information and Internet, and Entertainment Providers",0,2,0.0,0.01
"Gambling Facilities and Casinos, IT Services and IT Consulting, and Printing Services",0,1,0.0,0.0
Gambling Facilities and Casinos and Spectator Sports,0,6,0.0,0.02
"Furniture and Home Furnishings Manufacturing, Retail, and Manufacturing",0,1,0.0,0.0
"Furniture and Home Furnishings Manufacturing, Manufacturing, and Retail",0,1,0.0,0.0
"Financial Services, Software Development, and Capital Markets",0,1,0.0,0.0
IT Services and IT Consulting and Financial Services,0,20,0.0,0.08
IT Services and IT Consulting and Entertainment Providers,0,2,0.0,0.01
IT Services and IT Consulting and Engineering Services,0,4,0.0,0.02
IT Services and IT Consulting and Energy Technology,0,2,0.0,0.01
IT Services and IT Consulting and Design Services,0,1,0.0,0.0
IT Services and IT Consulting and Capital Markets,0,2,0.0,0.01
IT Services and IT Consulting and Business Consulting and Services,0,38,0.0,0.16
IT Services and IT Consulting and Banking,0,9,0.0,0.04
IT Services and IT Consulting and Airlines and Aviation,0,2,0.0,0.01
"IT Services and IT Consulting and Technology, Information and Media",0,1,0.0,0.0
IT Services and IT Consulting and Staffing and Recruiting,0,4,0.0,0.02
IT Services and IT Consulting and Software Development,0,17,0.0,0.07
IT Services and IT Consulting and Services for Renewable Energy,0,1,0.0,0.0
"Higher Education, Education Administration Programs, and E-Learning Providers",0,1,0.0,0.0
IT Services and IT Consulting and Retail Apparel and Fashion,0,1,0.0,0.0
IT Services and IT Consulting and Retail,0,4,0.0,0.02
IT Services and IT Consulting and Restaurants,0,1,0.0,0.0
IT Services and IT Consulting and Real Estate,0,1,0.0,0.0
IT Services and IT Consulting and Rail Transportation,0,1,0.0,0.0
IT Services and IT Consulting and Public Health,0,2,0.0,0.01
IT Services and IT Consulting and Motor Vehicle Manufacturing,0,1,0.0,0.0
IT Services and IT Consulting and Medical Equipment Manufacturing,0,1,0.0,0.0
IT Services and IT Consulting and Investment Banking,0,3,0.0,0.01
IT Services and IT Consulting and Insurance,0,1,0.0,0.0
IT Services and IT Consulting and Information Services,0,9,0.0,0.04
"IT Services and IT Consulting, Computer and Network Security, and Security and Investigations",0,1,0.0,0.0
"IT Services and IT Consulting, Computer and Network Security, and Information Services",0,49,0.0,0.2
"IT Services and IT Consulting, Computer Hardware Manufacturing, and Transportation, Logistics, Supply Chain and Storage",0,1,0.0,0.0
IT Services and IT Consulting and Retail Pharmacies,0,1,0.0,0.0
"Health, Wellness & Fitness",0,2,0.0,0.01
Ground Passenger Transportation,0,6,0.0,0.02
"Government Relations Services and Technology, Information and Media",0,1,0.0,0.0
Government Relations Services and IT Services and IT Consulting,0,1,0.0,0.0
Government Relations Services and Government Administration,0,1,0.0,0.0
"Government Administration, Technology, Information and Media, and Financial Services",0,1,0.0,0.0
"Government Administration, Railroad Equipment Manufacturing, and Rail Transportation",0,1,0.0,0.0
"Government Administration, Computer Networking Products, and IT Services and IT Consulting",0,1,0.0,0.0
"Hospitals and Health Care, Technology, Information and Media, and Software Development",0,1,0.0,0.0
"Hospitals and Health Care, Software Development, and IT System Custom Software Development",0,1,0.0,0.0
"Hospitals and Health Care, Software Development, and Health and Human Services",0,1,0.0,0.0
"Hospitals and Health Care, Public Health, and Health and Human Services",0,2,0.0,0.01
"Hospitals and Health Care, Medical Practices, and Wellness and Fitness Services",0,3,0.0,0.01
"Hospitals and Health Care, Medical Practices, and Medical Equipment Manufacturing",0,1,0.0,0.0
IT Services and IT Consulting and Food and Beverage Services,0,2,0.0,0.01
"Hospitals and Health Care, IT Services and IT Consulting, and Software Development",0,2,0.0,0.01
"Hospitals and Health Care, Health and Human Services, and Software Development",0,1,0.0,0.0
"Hospitals and Health Care, Government Administration, and Information Services",0,1,0.0,0.0
"Hospitals and Health Care and Technology, Information and Media",0,2,0.0,0.01
Hospitals and Health Care and Public Health,0,1,0.0,0.0
Hospitals and Health Care and Medical Practices,0,2,0.0,0.01
Hospitals and Health Care and Manufacturing,0,2,0.0,0.01
Hospitals and Health Care and Insurance,0,4,0.0,0.02
IT Services and IT Consulting and Industrial Machinery Manufacturing,0,1,0.0,0.0
IT Services and IT Consulting and IT System Testing and Evaluation,0,1,0.0,0.0
IT Services and IT Consulting and Human Resources Services,0,1,0.0,0.0
IT Services and IT Consulting and Hospitals and Health Care,0,1,0.0,0.0
IT Services and IT Consulting and Health and Human Services,0,1,0.0,0.0
IT Services and IT Consulting and Government Administration,0,2,0.0,0.01
"Hospitals and Health Care, Insurance, and Pharmaceutical Manufacturing",0,3,0.0,0.01
