company,n,j1,j2,j3,j4,n_yoe,agg_n,source
Flex-N-Gate,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Koalafi,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Peraton Labs,17,0.0,0.0,2.0,6.0,17.0,0.0,scraped
Florida Atlantic University,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
DRC Systems USA LLC,11,0.0,0.0,0.0,0.0,5.0,10.0,scraped
Miltenyi Biotec,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Atash Enterprises,5,0.0,0.0,0.0,0.0,2.0,4.0,scraped
mProgen,4,0.0,0.0,0.0,0.0,2.0,4.0,scraped
Pronix Inc,6,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Merakey,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Divit Technologies, Inc.",19,0.0,0.0,0.0,0.0,8.0,2.0,scraped
"Akina, Inc",64,1.0,1.0,0.0,0.0,2.0,0.0,scraped
TD Securities,6,0.0,0.0,0.0,2.0,5.0,0.0,scraped
Namespace,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Technology Ventures,2,0.0,0.0,0.0,0.0,2.0,1.0,scraped
Nexwave,3,0.0,0.0,0.0,0.0,3.0,1.0,scraped
Irvine Company,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Shain Associates,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Phyton Talent Advisors,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
NextStep AI,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Subaru of America,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
bbg talent acquisitions,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Hyra,3,0.0,0.0,0.0,0.0,1.0,0.0,scraped
M1 Technology LLC,7,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Equinix,5,0.0,0.0,0.0,0.0,3.0,0.0,scraped
R1 Learning,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Hanvok Group LLC,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Liaison,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
DKKD Staffing,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Synchrony,31,0.0,0.0,0.0,0.0,31.0,1.0,scraped
Green Dot Corporation,4,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Aristle AI,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
The Intersect Group,4,0.0,0.0,1.0,2.0,3.0,0.0,scraped
e123,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
M2 Solutions Inc.,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Scalables,1,1.0,1.0,1.0,1.0,1.0,0.0,scraped
Addition Management,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
National Indoor RV Centers | NIRVC,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
OPPO,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
The Developer Link,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
District Cannabis,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
High Country Search Group,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Focus Financial Partners,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"American Unit, Inc",7,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Nabors Industries,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
OTS Solutions,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Wondr Health,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
The New York Times,6,0.0,0.0,1.0,2.0,5.0,0.0,scraped
Cylake,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
"Technology Project Managers, Inc",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Salt River Project,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Medica,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Obscura Search,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
L&T Technology Services,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Search Atlas,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Life Time Inc.,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
HENSEL PHELPS,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Windward Risk Managers,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Alljoined,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
8VC,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
BBI Logistics,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Human Agency,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
SMS group,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Foxconn Industrial Internet - FII,17,1.0,1.0,8.0,11.0,12.0,0.0,scraped
SR Partners LLC,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Eames Consulting,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
TSR Consulting,4,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Planet Pharma,5,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Cyberobotix,3,0.0,0.0,0.0,0.0,2.0,1.0,scraped
Adroit Innovative Solutions Inc,4,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Veracity Software Inc,6,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Full Service Network,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Troxis,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Hilton Software,2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Executive Office of Technology Services and Security,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Bartech Staffing,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Roseberry Recruiting,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Decision Technologies, Inc.",2,1.0,1.0,1.0,2.0,2.0,0.0,scraped
Softheon,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Rothera,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
JLL,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Nitra,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Integro Technologies, now Motion Ai",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Raylu,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Paladin Consulting,3,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Transcend Softech LLC,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
OpTech,2,0.0,0.0,0.0,0.0,2.0,1.0,scraped
"Sunrise Systems, Inc.",5,0.0,0.0,0.0,1.0,2.0,1.0,scraped
The Hiring Advisors,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Suru,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Astrix,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Kollasoft Inc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Staffingine LLC,7,0.0,0.0,0.0,0.0,1.0,7.0,scraped
Reval,5,0.0,0.0,2.0,2.0,4.0,0.0,scraped
Arka Innovate,4,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Paradigm Robotics,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Virisha LLC,3,0.0,0.0,0.0,0.0,0.0,3.0,scraped
Apton Inc,3,0.0,0.0,1.0,1.0,1.0,3.0,scraped
"iSpace, Inc.",6,0.0,0.0,0.0,0.0,5.0,2.0,scraped
Goodwin,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
GCI Incorporated,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
OKAYA INFOCOM,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Integration International Inc.,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Konica Minolta Business Solutions Canada,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
CBL Solutions,4,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Western Alliance Bank,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"Self Financial, Inc.",3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
The Custom Group of Companies,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Lifepoint Health®,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Digital Consultants LLC,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Teraswitch Inc.,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Throtle,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Hive Financial Systems,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Aretum,9,0.0,0.0,1.0,4.0,6.0,0.0,scraped
Kanshe Infotech,3,0.0,0.0,0.0,1.0,2.0,3.0,scraped
Cogent IBS,4,0.0,0.0,0.0,0.0,2.0,4.0,scraped
Edify Technologies,3,0.0,0.0,0.0,0.0,3.0,2.0,scraped
AECOM,6,0.0,0.0,0.0,0.0,6.0,0.0,scraped
Softtek,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
IntelePeer,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
VLink Inc,7,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Analogic,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Unissant,5,0.0,0.0,0.0,1.0,5.0,0.0,scraped
HORIBA LAQUA EMEA,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Northern Base,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
University of Chicago,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
"Sealing Technologies, a Parsons Company",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Fleet Data Centers,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
HunaTek,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
GlobalPoint Inc,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Altom Transport,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Incedo Inc.,7,0.0,0.0,0.0,0.0,4.0,1.0,scraped
Foresight Diagnostics (a Natera company),1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"PDP Group, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Matic,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
ProCorp Systems Inc,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
SeaGlass IT,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
N2 Services Inc,1,0.0,0.0,0.0,1.0,1.0,1.0,scraped
Arthur Lawrence,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Transcend Staffing Solutions LLC. a 100% Women Owned Minority Staffing Firm!,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Global Business Ser. 4u,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Blue Language Labs,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
TheGuarantors,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"SW North America, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Ace Global Talent,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Marlabs LLC,4,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Smartwork IT Services,2,0.0,0.0,1.0,1.0,2.0,2.0,scraped
Imagine AI (YC F25),1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Restored Cloud,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Liqid,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
The Wendy's Company,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Hyve Solutions,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Tavily,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
ProHire Solution,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
CloudIngest,4,0.0,0.0,0.0,2.0,3.0,0.0,scraped
CLPS Global,3,0.0,0.0,0.0,0.0,0.0,2.0,scraped
Doorvest,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
KeyBank,2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Generac,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Good Inside,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Agilysys,2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Digital Kings Networking,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Dminds Solutions Inc.,8,0.0,0.0,0.0,0.0,7.0,3.0,scraped
Karsun Solutions,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Involgix,3,0.0,0.0,0.0,0.0,2.0,3.0,scraped
Devbytes inc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Avenues International,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
V-Work Infotech Solutions INC,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Allstate,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Stacksync - Integration Cloud,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Company 9 LLC,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
SICK Sensor Intelligence,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Clarus Technology,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Glocap Tech,2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
E-IT,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Create Music Group,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Gate Scientific,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
24-MAG,13,0.0,0.0,2.0,3.0,3.0,0.0,scraped
Textron Systems,4,0.0,0.0,2.0,2.0,4.0,0.0,scraped
Core One,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Link Logistics,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Tiposi,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Sistema Technologies, Inc.",2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
VRPRO IT,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Happy Health,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Berkshire Hathaway Shoe Holdings,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Byteware Inc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
GLG,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
SeersolutionsInc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Coupang,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
STRATEGIE,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Cloud Data Vision LLC,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Ellipsis Labs,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Incident IQ,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Bigge Crane and Rigging Co.,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
KaashTech LLC,3,0.0,0.0,0.0,1.0,1.0,3.0,scraped
"SITEC Consulting, LLC.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
GENISYSAPP,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Modern Health,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Diversified,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Catapult Federal Services,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
PDW,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
DGN Technologies,2,0.0,0.0,0.0,0.0,2.0,2.0,scraped
Range Energy,2,1.0,1.0,0.0,1.0,1.0,0.0,scraped
Thresh Consulting,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
American business solutions inc,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Vybers.ai,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Tymon Global,4,0.0,0.0,0.0,0.0,0.0,4.0,scraped
Texas Oncology,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SysCloud,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Boston College,1,0.0,0.0,0.0,1.0,1.0,1.0,scraped
Devonics Automation,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Prospance Inc,2,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Workstream,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Nominal,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Skylar IT Consulting LLC,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
CloudBCLabs,2,0.0,0.0,0.0,1.0,2.0,2.0,scraped
Medinext Global LLC,6,0.0,0.0,0.0,1.0,6.0,6.0,scraped
"DFND Security, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Kiewit,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
ColomboAI,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
TechSpace Solutions Inc,13,0.0,0.0,1.0,1.0,6.0,13.0,scraped
Hitech Advisors,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
IFLOWSOFT Solutions Inc,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Prutech Solutions,3,0.0,0.0,0.0,0.0,1.0,3.0,scraped
DataVisor,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
DeSanti,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Anicca Data Science Solutions,1,1.0,1.0,1.0,1.0,1.0,0.0,scraped
MyPetroCareer.com,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Stratix Systems,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
PROCAL TECHNOLOGIES,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Muse Search + Inspire,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
MOBĒ,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
StaffSource,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
MPower Plus,6,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Parts Authority,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Horrocks,2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Emory Healthcare,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Near-Miss Management,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
UL Research Institutes,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Object Oriented Search,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Ascentt,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Etix,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
iShift,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
twentyAI,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
First Soft Solutions LLC,5,0.0,0.0,0.0,0.0,3.0,0.0,scraped
InfiCare Staffing,4,0.0,0.0,1.0,1.0,1.0,0.0,scraped
AnewHealth,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
People Integra (A Business Integra Group Company),1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Genadyne Biotechnologies, Inc.",1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
NewSpace Technical,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Global Soft Systems, Inc.",3,0.0,0.0,0.0,0.0,3.0,3.0,scraped
Nicklaus Children's Health System,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
The Tech7 Company,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Conexus,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Diversity Nexus,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Avita Care Solutions,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Expedition Technology,3,0.0,0.0,1.0,1.0,3.0,0.0,scraped
Silverthorne Advisory Group,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Integrated Personnel Services Limited,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Murj,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
"GSPANN Technologies, Inc",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Honeywell Aerospace Technologies,29,0.0,0.0,3.0,5.0,25.0,0.0,scraped
Pelican Wire,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Forward Progress Staffing,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
AAA Global,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Orange Quarter,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Group One Trading,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Slide,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
"firstPRO, Inc",2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
RDE Advisors,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Vanderlande,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Points North,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Maven Companies Inc.,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Avtech Solutions,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
CellType (YC W26),1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Astir IT Solutions, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ShrinQ Consulting Group Inc,4,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Foxglove,4,1.0,1.0,0.0,2.0,2.0,0.0,scraped
Iron Mountain,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
GeorgiaTEK Systems Inc.,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Offres d'Emploi 24,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Info Services,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Neway Valve,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SOCAL Workforce,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Pozent Corporation,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Coda Search│Staffing,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Newrich Network,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"DHI Group, Inc.",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Quintrix, by Mindlance",1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Quinnel Soft LLC,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Tundra Technical Solutions,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
SageCor Solutions,13,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Kunai, part of the PwC Network",2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Maritime Technology Startup (Stealth),3,0.0,0.0,3.0,3.0,3.0,0.0,scraped
ConnectOne Bank,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
HHAeXchange,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
IFG - International Financial Group,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Eurofins | EAG Laboratories,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Carrot,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Centers for Medicare & Medicaid Services,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Clark Davis Associates,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Concurrent Technologies Corporation,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Momento USA LLC,2,0.0,0.0,0.0,1.0,1.0,2.0,scraped
Pegasys Information Technologies,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
Paradigm Global Consulting,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Odesus, Inc.",2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Quantom Tech LLC,2,0.0,0.0,0.0,0.0,2.0,2.0,scraped
Call Quest Solution,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Vsion Technologies Inc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Bright Purple,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
AuxoAI,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Klarity,6,1.0,1.0,0.0,0.0,3.0,0.0,scraped
Sirian Group,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Digitech Services,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
NuWare Tech Corp,1,0.0,0.0,1.0,1.0,1.0,1.0,scraped
Mojang Studios,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Stackyon | Agentic AI for Healthcare Operations,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Roghnu,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
WesBanco,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
C-Serv,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SEACORP,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
SiFive,3,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Advait Consulting LLC,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Grid Dynamics,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Kaizen,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
"Prime Solutions Group, Inc.",2,1.0,1.0,1.0,1.0,1.0,0.0,scraped
ARTDAI,2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Vsolutions Technologies,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Moss,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
DEX,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"ZVST Cloud Technologies, Inc.,",1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
griddable.io,5,0.0,0.0,0.0,2.0,4.0,0.0,scraped
Fred Hutch,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Verra Mobility,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
NODA AI,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
The ReWork Group,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Wilson Bank & Trust,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"CPT Group, Inc. Class Action Administrators",1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
GliaCell Technologies,7,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Deepwalk,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Todyl,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Rex,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Forge,11,0.0,0.0,0.0,3.0,11.0,0.0,scraped
Obsidian Solutions Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ExecutivePlacements.com,11,0.0,0.0,0.0,0.0,10.0,0.0,scraped
Turning Point Ministries,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
TRUSTWELL,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Dover Networks LLC,6,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Spectral Labs Incorporated,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Shamrock Foods Company,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SuperSonic POS,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"TENAX Technologies, LLC",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
COGENT Infotech,2,1.0,1.0,0.0,1.0,1.0,1.0,scraped
Micasa Global,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Entain,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Guardian Service,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Red Bull,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
