company,n,j1,j2,j3,j4,n_yoe,agg_n,source
"Onyx Point, LLC.",15,0.0,0.0,0.0,0.0,2.0,0.0,scraped
ASCII Group LLC,26,0.0,0.0,0.0,0.0,5.0,21.0,scraped
Pull Skill Technologies,4,0.0,0.0,0.0,0.0,2.0,4.0,scraped
ITECS,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Twenty,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Synergy ECP,9,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Dexian DISYS,17,0.0,0.0,0.0,1.0,11.0,17.0,scraped
Redsun solutions,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
"Miracle Software Systems, Inc",5,0.0,0.0,0.0,0.0,4.0,2.0,scraped
TEKEngineersInc,4,0.0,0.0,0.0,0.0,2.0,4.0,scraped
Wayfair,2,1.0,1.0,2.0,2.0,2.0,2.0,scraped
TalentzPro,4,0.0,0.0,0.0,1.0,4.0,4.0,scraped
Unikon IT,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
ConglomerateIT,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
DivIHN Integration Inc,9,0.0,0.0,1.0,1.0,6.0,4.0,scraped
Apetan Consulting LLC,10,0.0,0.0,0.0,1.0,4.0,5.0,scraped
Smart Info Solutions LLC,2,0.0,0.0,0.0,0.0,2.0,1.0,scraped
VentureSoft Global,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
A.P. Moller - Maersk,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Xona,3,1.0,1.0,0.0,0.0,1.0,0.0,scraped
Vanguard,17,0.0,0.0,1.0,3.0,14.0,0.0,scraped
Neos Consulting Group,5,0.0,0.0,0.0,1.0,4.0,0.0,scraped
GSquared Group,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
BCG X,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Mount Sinai Morningside,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Open Dealer Exchange,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Axiom Path,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Netaro,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Global Force USA,3,0.0,0.0,1.0,1.0,2.0,3.0,scraped
ISCO International LLC,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Stefanini,13,1.0,1.0,0.0,3.0,5.0,13.0,scraped
Intellibus,8,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Logix Guru,4,0.0,0.0,2.0,2.0,3.0,0.0,scraped
Quest Defense,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Talentia Consulting,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Genius Sports,7,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Vivante Global,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Laveer Engineering,3,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Exodus Integrity Services | IT Staffing & Consulting,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Companions Journeying Together,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Farsight,3,0.0,0.0,1.0,1.0,3.0,0.0,scraped
Nidec Mobility America Corporation,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
JSX,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Los Angeles Film School,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
MeeBoss,10,1.0,1.0,3.0,4.0,7.0,0.0,scraped
Medavida,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Cross River,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Pegasus Tech Ventures,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Capgemini Engineering,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Nelo,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Sysco,5,1.0,1.0,0.0,3.0,4.0,1.0,scraped
Tesla,20,2.0,2.0,4.0,6.0,8.0,0.0,scraped
Huntington Ingalls Industries,3,2.0,2.0,1.0,1.0,2.0,3.0,scraped
Inteliblue LLC,1,1.0,1.0,1.0,1.0,1.0,1.0,scraped
Bright Machines,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"Medifast, Inc",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
KIBO,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Beacon AI,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Age of Learning,2,2.0,2.0,0.0,0.0,0.0,0.0,scraped
Valar Atomics,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"Redwood Trust, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Hollister Incorporated,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Jerry,6,0.0,0.0,2.0,2.0,5.0,0.0,scraped
Clarity Security,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
LT ZERO Asia Pacific,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Vibotek LLC,8,0.0,0.0,0.0,2.0,5.0,0.0,scraped
Goliath Partners,37,0.0,0.0,0.0,6.0,9.0,0.0,scraped
VBeyond Corporation,9,0.0,0.0,0.0,0.0,2.0,0.0,scraped
"CAMP Systems International, Inc.",6,0.0,0.0,0.0,0.0,6.0,0.0,scraped
Tuvoli,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
AirClean Systems,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Strategic Staffing Solutions,43,0.0,0.0,1.0,2.0,27.0,26.0,scraped
RIIM,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Abeyon,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
EverStaff,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
The HT Group,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
STAFFWORXS,6,0.0,0.0,0.0,0.0,2.0,1.0,scraped
Arkisol Inc,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
King's Insurance Staffing,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Rang Technologies Inc,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
DeepFin Research,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"Asset Strategies Group, LLC",1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Apera,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Data Center TALNT,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
PlayOn Sports,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
KBR Careers,15,3.0,3.0,3.0,4.0,12.0,0.0,scraped
KaiHonua,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
SSTech LLC,7,0.0,0.0,0.0,5.0,6.0,7.0,scraped
Saransh Inc,13,1.0,1.0,0.0,3.0,8.0,0.0,scraped
Blue Chip Talent,4,1.0,1.0,0.0,1.0,2.0,0.0,scraped
RSC Solutions,3,0.0,0.0,1.0,1.0,3.0,0.0,scraped
Uncommon Schools,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Gridiron IT,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Bitsoft International,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Raydar,6,0.0,0.0,2.0,4.0,6.0,0.0,scraped
E-Solutions,14,0.0,0.0,0.0,1.0,4.0,4.0,scraped
LightFeather,13,0.0,0.0,0.0,0.0,13.0,0.0,scraped
Molg,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
RoadSync,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Lumicity,9,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Columbia Bank,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Sangha Partners,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Weeghman & Briggs, LLC",2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Talution Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
VGP JOINT STOCK COMPANY,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
TechTriad,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
ATX Networks Corp.,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"TAD PGS, Inc.",2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
PRI Global,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Chobani,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
TerraWise,2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Hitachi Digital,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Jump Trading,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
The Bexar Company,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
careMESH,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
BTS,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Lumenalta,3,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Mine,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Concentrate AI,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Stelvio Inc.,5,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Convergenz,4,0.0,0.0,0.0,1.0,3.0,0.0,scraped
ADN Group,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Frederick Fox,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
reacHIRE,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Protolabs,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
GEM Technologies,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Korn Ferry,18,0.0,0.0,2.0,3.0,12.0,0.0,scraped
Epic Placements,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Regions Bank,13,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Slack,5,0.0,0.0,0.0,0.0,4.0,0.0,scraped
TAI,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Ditto,5,0.0,0.0,0.0,1.0,3.0,0.0,scraped
American Rheinmetall,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Reed Semiconductor Corp.,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Essential Software Inc,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Element 84,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Netskope,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Binti,5,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Hyundai Mobis North America,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
InnoForge,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Nyla Technology Solutions,3,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Teqfocus,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Datasoft Technologies, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Zealogics Inc,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
ACL Digital,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Elista Global LLC,5,0.0,0.0,0.0,0.0,4.0,5.0,scraped
Technatomy Corporation,6,0.0,0.0,2.0,3.0,6.0,0.0,scraped
People In AI,9,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Pinnacle Consulting & Recruitment,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
NAVEX,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Lucid Bots,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Metron Inc.,3,0.0,0.0,2.0,2.0,2.0,0.0,scraped
TowardsChange,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
SRM Digital LLC,9,0.0,0.0,0.0,1.0,5.0,0.0,scraped
Benjamin Moore,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Advantage Technical,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Rent The Runway,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
HD Supply,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Decruit,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Sensiple,4,0.0,0.0,0.0,1.0,3.0,2.0,scraped
Cantor Fitzgerald,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Pop-Up Talent,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Indotronix Avani Group,6,0.0,0.0,0.0,1.0,2.0,0.0,scraped
NetworkPedia,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Percient Inc,3,0.0,0.0,0.0,0.0,2.0,3.0,scraped
Icon Global Technologies LLC,7,0.0,0.0,0.0,0.0,1.0,6.0,scraped
Stellent IT,9,0.0,0.0,0.0,0.0,7.0,9.0,scraped
BrainWorks,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
GigaBrands,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Techridge,9,0.0,0.0,0.0,3.0,5.0,9.0,scraped
DataAffect,1,0.0,0.0,0.0,1.0,1.0,1.0,scraped
"Eos Energy Enterprises, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Red Frog Solutions,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Collaboration.Ai,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ID Tech Solutions Inc,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Pelham Berkeley Search,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Real Time Consulting LLC (RTC),7,0.0,0.0,0.0,0.0,6.0,0.0,scraped
"Burlington Stores, Inc.",2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Metalight Solutions Inc,3,0.0,0.0,0.0,0.0,0.0,3.0,scraped
Pi Square Technologies,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Process Q,2,0.0,0.0,1.0,1.0,2.0,2.0,scraped
Therakos Healthcare Limited,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
DCM Infotech Limited,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Curb Mobility,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Brigit,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Soni,7,0.0,0.0,2.0,3.0,7.0,0.0,scraped
Granite Telecommunications,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Gamma Technologies,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
IPolarity,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
TEEMA,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
MyArmenianNetwork,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Artic Consulting,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Hilcorp,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Black Cape,3,0.0,0.0,2.0,3.0,3.0,0.0,scraped
Pearlsoft Solutions Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Archdiocese of Chicago,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Mettler-Toledo International, Inc",2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Cox Communications,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Maximus,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Hays,2,0.0,0.0,0.0,1.0,1.0,2.0,scraped
Berkley Alternative Markets Tech,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Airbase,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Sonos, Inc.",2,2.0,2.0,0.0,0.0,0.0,0.0,scraped
RingCentral,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
a Global Industrial Equipment Manufacturer,1,0.0,0.0,1.0,1.0,1.0,1.0,scraped
Synergy Technologies,4,0.0,0.0,0.0,1.0,2.0,1.0,scraped
EDPSI,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
PRIMUS Global Services Inc,14,1.0,1.0,0.0,0.0,0.0,14.0,scraped
Seagate Technology,2,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Ideaon,4,0.0,0.0,1.0,1.0,4.0,0.0,scraped
"Centauri Health Solutions, Inc",2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
AcuityMD,3,0.0,0.0,1.0,1.0,2.0,0.0,scraped
The Helper Bees,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Brook Health,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
AV,7,1.0,1.0,3.0,3.0,6.0,0.0,scraped
Foundation,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Proofpoint,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Swiftly, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
M9 Consulting,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
Xoriant,4,0.0,0.0,0.0,1.0,3.0,3.0,scraped
Diversified Systems.com,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Fionics,3,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Hanon Systems,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Chandra Technologies,3,0.0,0.0,0.0,0.0,2.0,3.0,scraped
Anaco,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
NMB Technologies Corporation,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Oakwell Hampton Group,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
New Digital IT Inc,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Quanta Laboratories,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Kelly Science, Engineering, Technology & Telecom",4,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Falcon Smart IT (FalconSmartIT),3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
AGS - American Gaming Systems,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Ekcel Systems,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
FOUND,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Homekey,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Oldcastle Infrastructure,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"The Glass Guru Enterprises, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Atlas,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Numeric Technologies,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Jona,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Princeton Group,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Platinum Technologies,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
EMCOR Services  MSI - Mechanical Services,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Campminder,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Overhead Door Corporation,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Blueprint,4,0.0,0.0,1.0,1.0,4.0,0.0,scraped
APi Group,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
WSB,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Selsoft Inc,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
SLAS (Society for Laboratory Automation and Screening),4,0.0,0.0,1.0,1.0,4.0,0.0,scraped
SUNRAY INFORMATICS,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Microgreen Technologies LLC,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Cynosure Technologies LLC,4,0.0,0.0,1.0,1.0,3.0,4.0,scraped
"Integration Innovation, Inc.",4,0.0,0.0,2.0,3.0,4.0,0.0,scraped
Cummins Inc.,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Allagi Technologies Inc,14,0.0,0.0,2.0,2.0,12.0,0.0,scraped
DiDi,3,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Bonafide Health,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Revelare Networks,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Ralliant,1,1.0,1.0,0.0,1.0,1.0,1.0,scraped
Revic,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Quantum Integrators,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Wayco (YC W26),2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
HyperLight,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
eNGINE,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Energy Acuity,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Information Consulting Services,5,0.0,0.0,0.0,1.0,4.0,1.0,scraped
Stuut,8,0.0,0.0,0.0,3.0,6.0,0.0,scraped
Nutanix,3,1.0,1.0,0.0,1.0,1.0,0.0,scraped
"Qorvo, Inc.",2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Trinseo,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"MM International, LLC",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Alert Venture Foundry,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Universal Logistics Holdings, Inc.",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
aKUBE,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
PSI (Proteam Solutions),1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Blake & Pendleton Inc.,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"Shield Consulting Solutions, Inc.",20,0.0,0.0,0.0,0.0,18.0,0.0,scraped
AbbaDox,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
KYYBA Inc,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Mako Professionals,1,0.0,0.0,0.0,1.0,1.0,1.0,scraped
Trail Blazer Consulting LLC,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Tidal Impact LLC,2,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Zipliens,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Indus River Technologies Inc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Prescient Edge,2,1.0,1.0,0.0,0.0,1.0,0.0,scraped
Financial Independence Group,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
USA Rare Earth,3,3.0,3.0,0.0,0.0,0.0,3.0,scraped
KOAH,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
GrabAGun.com,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Bristol Myers Squibb,9,0.0,0.0,4.0,4.0,9.0,0.0,scraped
InfiCare Software Technologies,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Compsciprep LLC,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Alliance Sourcing Network,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
"First Community Credit Union - Houston, TX",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Quilt Software,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SilkChart (YC S22),1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
CoreAi Consulting,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Restaurant365,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
HyerTek Inc.,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Parafin,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Aquatic Capital Management,2,2.0,2.0,0.0,0.0,0.0,0.0,scraped
Nscale,6,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Harvey Nash,3,0.0,0.0,1.0,1.0,2.0,0.0,scraped
EZ Metrology,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Exostar,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
MARVEL Infotech Inc.,5,0.0,0.0,1.0,1.0,3.0,0.0,scraped
Arch Capital Group Ltd.,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
BuzzClan,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Grameen America, Inc.",1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Quantiphi,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Code Red Partners,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Smksoft,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Lunar Outpost,5,0.0,0.0,0.0,2.0,3.0,0.0,scraped
MUFG,3,0.0,0.0,1.0,2.0,2.0,0.0,scraped
TechniPros,9,0.0,0.0,0.0,0.0,4.0,9.0,scraped
Jobgether,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Up2date Technologies,4,0.0,0.0,1.0,1.0,3.0,4.0,scraped
Innovee Consulting LLC,4,0.0,0.0,0.0,0.0,4.0,4.0,scraped
Infomerica,3,0.0,0.0,0.0,0.0,3.0,3.0,scraped
Thronus Group LLC,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Putnam Recruiting Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Object Technology Solutions,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Tech Observer,3,0.0,0.0,0.0,0.0,0.0,2.0,scraped
QCIC,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Triunity Software, Inc.",3,0.0,0.0,0.0,1.0,1.0,3.0,scraped
"Anveta, Inc",1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Alfvo,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Zolon Tech Solutions Inc,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Arkhya Tech. Inc.,6,0.0,0.0,0.0,0.0,2.0,2.0,scraped
TECHNEPTUNE CONSULTING INC,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Quadric,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Metas Solutions,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
HPE Aruba Networking,5,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Mobileum,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
USLI,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Rover.com,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Surge Staffing,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Apartments.com,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Adapt,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
TRAX Analytics,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Artemis,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"CPP Associates, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"All Native Group, The Federal Services Division of Ho-Chunk Inc.",1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Invesco,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Swiss American CDMO,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Medix IT Staffing Solutions,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Vertical Insure,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Shrive Technologies LLC,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Qualis1 Inc.,8,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Specialized Recruiting Group - Central Oregon,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Talent Portus,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
KAnand Corporation,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
"Chroma ATE, Inc. (USA)",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
NGTalentTech Group LLC,4,0.0,0.0,0.0,1.0,3.0,4.0,scraped
SESHENG LLC,2,0.0,0.0,0.0,0.0,1.0,1.0,scraped
TechTalent Solutions LLC,2,0.0,0.0,0.0,0.0,1.0,2.0,scraped
Brillfy Technology Inc,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
