company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2024_pooled,n_2026,is_aggregator,is_entry_specialist,strategy_cluster,panel_type
Broadcom,1.0,5.0,6.0,34.0,True,False,traditional_hold_1,pooled_min5
Anduril Industries,4.0,48.0,52.0,271.0,False,False,traditional_hold_1,pooled_min5
Schneider Electric,0.0,35.0,35.0,11.0,False,False,scope_inflator,pooled_min5
HTC Global Services,7.0,14.0,21.0,24.0,False,False,scope_inflator,pooled_min5
Rockstar Games,3.0,5.0,8.0,12.0,False,False,scope_inflator,pooled_min5
General Atomics,3.0,6.0,9.0,20.0,False,False,scope_inflator,pooled_min5
EPITEC,11.0,5.0,16.0,37.0,False,False,traditional_hold_2,pooled_min5
TekWissen ®,8.0,15.0,23.0,5.0,False,False,mixed_change,pooled_min5
Belay Technologies,0.0,52.0,52.0,12.0,False,False,traditional_hold_1,pooled_min5
JPMorgan Chase & Co.,12.0,0.0,12.0,680.0,False,False,scope_inflator,pooled_min5
Centraprise,14.0,3.0,17.0,28.0,True,False,traditional_hold_1,pooled_min5
Macquarie Group,5.0,0.0,5.0,5.0,False,True,ai_forward_scope_inflator,pooled_min5
Procore Technologies,8.0,0.0,8.0,22.0,False,False,traditional_hold_1,pooled_min5
ApTask,7.0,0.0,7.0,5.0,True,False,ai_forward_scope_inflator,pooled_min5
Software Technology Inc.,3.0,30.0,33.0,5.0,False,False,traditional_hold_1,pooled_min5
Leidos,13.0,56.0,69.0,258.0,True,False,scope_inflator,pooled_min5
Amazon Web Services (AWS),12.0,97.0,109.0,376.0,False,True,traditional_hold_1,pooled_min5
Solomon Page,3.0,2.0,5.0,13.0,True,False,scope_inflator,pooled_min5
Serco,0.0,6.0,6.0,5.0,False,False,scope_inflator,pooled_min5
Verizon,3.0,5.0,8.0,11.0,False,False,scope_inflator,pooled_min5
Genentech,0.0,5.0,5.0,15.0,False,False,scope_inflator,pooled_min5
LHH,1.0,13.0,14.0,8.0,False,False,traditional_hold_1,pooled_min5
CVS Health,1.0,21.0,22.0,60.0,True,False,traditional_hold_2,pooled_min5
Tata Consultancy Services,39.0,33.0,72.0,142.0,True,False,traditional_hold_2,pooled_min5
Agoda,0.0,11.0,11.0,26.0,False,False,traditional_hold_1,pooled_min5
Akkodis,25.0,19.0,44.0,76.0,True,False,traditional_hold_1,pooled_min5
Innovative Defense Technologies (IDT),0.0,10.0,10.0,12.0,False,False,scope_inflator,pooled_min5
Actalent,23.0,16.0,39.0,276.0,True,False,scope_inflator,pooled_min5
EVONA,4.0,22.0,26.0,23.0,False,False,scope_inflator,pooled_min5
Garmin,1.0,15.0,16.0,32.0,False,False,mixed_change,pooled_min5
Tekskills Inc.,1.0,4.0,5.0,7.0,False,False,traditional_hold_2,pooled_min5
Randstad Digital Americas,7.0,0.0,7.0,117.0,True,False,traditional_hold_2,pooled_min5
NBCUniversal,5.0,2.0,7.0,12.0,False,False,traditional_hold_1,pooled_min5
ELEVI Associates,0.0,5.0,5.0,12.0,False,False,traditional_hold_2,pooled_min5
INSPYR Solutions,4.0,10.0,14.0,23.0,True,False,traditional_hold_1,pooled_min5
Renesas Electronics,2.0,5.0,7.0,13.0,False,False,traditional_hold_1,pooled_min5
MITRE,5.0,2.0,7.0,14.0,False,False,mixed_change,pooled_min5
Intel,4.0,1.0,5.0,34.0,False,True,traditional_hold_1,pooled_min5
"Zillion Technologies, Inc.",5.0,0.0,5.0,7.0,False,False,traditional_hold_1,pooled_min5
Robert Half,20.0,34.0,54.0,98.0,True,False,traditional_hold_2,pooled_min5
SpaceX,0.0,40.0,40.0,159.0,True,False,mixed_change,pooled_min5
NVIDIA,2.0,55.0,57.0,195.0,False,False,traditional_hold_1,pooled_min5
AMD,2.0,23.0,25.0,88.0,False,False,scope_inflator,pooled_min5
BLUE ORIGIN,7.0,99.0,106.0,91.0,False,False,traditional_hold_2,pooled_min5
Photon,13.0,37.0,50.0,18.0,True,False,traditional_hold_2,pooled_min5
Carrier,0.0,9.0,9.0,9.0,True,False,mixed_change,pooled_min5
Textron,0.0,5.0,5.0,6.0,False,False,mixed_change,pooled_min5
Blizzard Entertainment,0.0,10.0,10.0,10.0,False,False,traditional_hold_1,pooled_min5
ManTech,1.0,38.0,39.0,44.0,False,False,traditional_hold_2,pooled_min5
Adyen,1.0,4.0,5.0,7.0,False,False,traditional_hold_2,pooled_min5
AT&T,8.0,1.0,9.0,25.0,False,False,traditional_hold_1,pooled_min5
Mitchell Martin Inc.,2.0,3.0,5.0,19.0,True,False,traditional_hold_1,pooled_min5
Enexus Global Inc.,0.0,11.0,11.0,15.0,True,False,traditional_hold_1,pooled_min5
Clover,0.0,10.0,10.0,5.0,False,False,traditional_hold_1,pooled_min5
Talent Groups,15.0,4.0,19.0,31.0,True,False,scope_inflator,pooled_min5
System One,5.0,3.0,8.0,45.0,True,False,scope_inflator,pooled_min5
Google,15.0,18.0,33.0,820.0,False,False,mixed_change,pooled_min5
General Motors,14.0,0.0,14.0,191.0,True,False,traditional_hold_1,pooled_min5
"Softworld, a Kelly Company",7.0,2.0,9.0,6.0,False,False,traditional_hold_1,pooled_min5
Collabera,14.0,4.0,18.0,26.0,True,False,scope_inflator,pooled_min5
Bank of America,0.0,5.0,5.0,13.0,True,False,traditional_hold_1,pooled_min5
Microsoft,19.0,1.0,20.0,418.0,True,False,traditional_hold_1,pooled_min5
Capital One,52.0,658.0,710.0,247.0,True,False,traditional_hold_1,pooled_min5
"Software Guidance & Assistance, Inc. (SGA, Inc.)",0.0,9.0,9.0,22.0,False,False,traditional_hold_2,pooled_min5
Cypress HCM,1.0,8.0,9.0,17.0,False,False,traditional_hold_2,pooled_min5
QinetiQ US,0.0,8.0,8.0,6.0,False,False,scope_inflator,pooled_min5
Mastech Digital,7.0,9.0,16.0,31.0,True,False,traditional_hold_2,pooled_min5
Aditi Consulting,8.0,20.0,28.0,36.0,True,False,scope_inflator,pooled_min5
NiCE,1.0,8.0,9.0,9.0,False,False,traditional_hold_2,pooled_min5
Russell Tobin,5.0,7.0,12.0,17.0,False,False,traditional_hold_1,pooled_min5
AMERICAN SYSTEMS,3.0,7.0,10.0,9.0,False,False,mixed_change,pooled_min5
Ring,1.0,4.0,5.0,8.0,False,True,traditional_hold_1,pooled_min5
eTeam,4.0,14.0,18.0,6.0,False,False,scope_inflator,pooled_min5
Eclaro,2.0,5.0,7.0,10.0,False,False,traditional_hold_2,pooled_min5
CesiumAstro,0.0,8.0,8.0,23.0,False,False,scope_inflator,pooled_min5
Rocket Lab,3.0,10.0,13.0,22.0,False,False,scope_inflator,pooled_min5
Dexian,7.0,5.0,12.0,41.0,False,False,traditional_hold_1,pooled_min5
FOTOMILL STUDIOS LIMITED,0.0,5.0,5.0,5.0,False,False,mixed_change,pooled_min5
Futran Solutions,0.0,13.0,13.0,8.0,True,False,traditional_hold_1,pooled_min5
Georgia Tech Research Institute,2.0,6.0,8.0,5.0,False,False,traditional_hold_1,pooled_min5
Apexon,4.0,5.0,9.0,10.0,True,False,traditional_hold_2,pooled_min5
Draper,1.0,16.0,17.0,22.0,False,False,traditional_hold_1,pooled_min5
Navy Federal Credit Union,3.0,3.0,6.0,5.0,True,False,scope_inflator,pooled_min5
Moog Inc.,0.0,6.0,6.0,10.0,False,False,traditional_hold_1,pooled_min5
NLB Services,9.0,0.0,9.0,29.0,False,False,traditional_hold_2,pooled_min5
State Street,6.0,0.0,6.0,11.0,False,False,scope_inflator,pooled_min5
"Zodiac Solutions, Inc",8.0,0.0,8.0,7.0,True,False,traditional_hold_1,pooled_min5
VySystems,5.0,1.0,6.0,15.0,False,False,traditional_hold_2,pooled_min5
"Metasys Technologies, Inc.",6.0,0.0,6.0,7.0,True,False,traditional_hold_2,pooled_min5
